   DATE        X           sigmaX     Y         sigmaY
50554.0000     -0.281      0.090     -0.192      0.091 
50555.0000     -0.022      0.094     -0.056      0.092 
50556.0000      0.071      0.095      0.046      0.093 
50557.0000     -0.044      0.098      0.088      0.098 
50558.0000     -0.231      0.104      0.089      0.112 
50559.0000     -0.385      0.108      0.062      0.121 
50560.0000     -0.395      0.109      0.022      0.122 
50561.0000     -0.121      0.117     -0.017      0.133 
50562.0000      0.120      0.120     -0.069      0.137 
50563.0000      0.273      0.128     -0.132      0.146 
50564.0000      0.354      0.171     -0.196      0.201 
50565.0000      0.369      0.292     -0.252      0.354 
50566.0000      0.322      0.372     -0.293      0.456 
50567.0000      0.218      0.389     -0.310      0.477 
50568.0000      0.060      0.392     -0.296      0.480 
50569.0000     -0.155      0.334     -0.236      0.399 
50570.0000     -0.274      0.310     -0.176      0.366 
50571.0000     -0.268      0.275     -0.128      0.319 
50572.0000     -0.194      0.183     -0.092      0.198 
50573.0000     -0.100      0.128     -0.069      0.126 
50574.0000     -0.030      0.117     -0.062      0.111 
50575.0000     -0.043      0.089     -0.070      0.088 
50576.0000     -0.099      0.083     -0.094      0.083 
50577.0000     -0.192      0.083     -0.129      0.083 
50578.0000     -0.293      0.084     -0.165      0.085 
50579.0000     -0.376      0.087     -0.196      0.088 
50580.0000     -0.418      0.089     -0.214      0.091 
50581.0000     -0.396      0.089     -0.210      0.092 
50582.0000     -0.283      0.089     -0.177      0.092 
50583.0000     -0.040      0.088     -0.101      0.090 
50584.0000      0.130      0.087     -0.078      0.089 
50585.0000      0.177      0.087     -0.124      0.088 
50586.0000      0.143      0.085     -0.193      0.086 
50587.0000      0.057      0.083     -0.249      0.084 
50588.0000     -0.051      0.083     -0.257      0.084 
50589.0000     -0.147      0.083     -0.169      0.084 
50590.0000     -0.219      0.083     -0.099      0.084 
50591.0000     -0.260      0.083     -0.066      0.084 
50592.0000     -0.277      0.086     -0.060      0.087 
50593.0000     -0.275      0.096     -0.076      0.095 
50594.0000     -0.258      0.104     -0.109      0.102 
50595.0000     -0.232      0.106     -0.155      0.104 
50596.0000     -0.201      0.106     -0.209      0.104 
50597.0000     -0.188      0.107     -0.348      0.105 
50598.0000     -0.182      0.116     -0.495      0.112 
50599.0000     -0.175      0.150     -0.599      0.136 
50600.0000     -0.167      0.184     -0.639      0.160 
50601.0000     -0.160      0.193     -0.593      0.167 
50602.0000     -0.153      0.194     -0.440      0.168 
50603.0000     -0.148      0.123     -0.142      0.111 
50604.0000     -0.129      0.108      0.094      0.099 
50605.0000     -0.096      0.108      0.238      0.099 
50606.0000     -0.052      0.109      0.316      0.102 
50607.0000     -0.002      0.114      0.338      0.112 
50608.0000      0.049      0.117      0.315      0.121 
50609.0000      0.100      0.118      0.258      0.123 
50610.0000      0.145      0.118      0.178      0.123 
50611.0000      0.142      0.118      0.139      0.123 
50612.0000      0.119      0.117      0.108      0.122 
50613.0000      0.091      0.111      0.073      0.115 
50614.0000      0.059      0.092      0.034      0.093 
50615.0000      0.027      0.079     -0.005      0.079 
50616.0000     -0.004      0.076     -0.042      0.076 
50617.0000     -0.030      0.076     -0.075      0.076 
50618.0000     -0.022      0.076     -0.077      0.076 
50619.0000      0.002      0.077     -0.064      0.076 
50620.0000      0.029      0.080     -0.047      0.080 
50621.0000      0.058      0.091     -0.027      0.090 
50622.0000      0.086      0.098     -0.008      0.097 
50623.0000      0.111      0.100      0.011      0.099 
50624.0000      0.130      0.100      0.027      0.099 
50625.0000      0.120      0.100      0.019      0.099 
50626.0000      0.094      0.099      0.000      0.098 
50627.0000      0.064      0.095     -0.022      0.094 
50628.0000      0.031      0.084     -0.045      0.083 
50629.0000     -0.004      0.076     -0.068      0.075 
50630.0000     -0.040      0.074     -0.089      0.073 
50631.0000     -0.073      0.074     -0.106      0.073 
50632.0000     -0.019      0.074     -0.051      0.073 
50633.0000      0.059      0.075      0.026      0.074 
50634.0000      0.119      0.080      0.091      0.079 
50635.0000      0.148      0.092      0.133      0.092 
50636.0000      0.134      0.099      0.143      0.100 
50637.0000      0.065      0.100      0.110      0.101 
50638.0000     -0.073      0.101      0.025      0.101 
50639.0000     -0.306      0.102     -0.131      0.106 
50640.0000     -0.395      0.103     -0.223      0.107 
50641.0000     -0.302      0.103     -0.226      0.106 
50642.0000     -0.138      0.104     -0.188      0.102 
50643.0000      0.011      0.104     -0.149      0.099 
50644.0000      0.057      0.104     -0.148      0.099 
50645.0000     -0.117      0.081     -0.235      0.080 
50646.0000     -0.291      0.077     -0.241      0.077 
50647.0000     -0.435      0.083     -0.156      0.085 
50648.0000     -0.537      0.120     -0.030      0.133 
50649.0000     -0.579      0.218      0.101      0.260 
50650.0000     -0.546      0.278      0.201      0.339 
50651.0000     -0.420      0.291      0.236      0.356 
50652.0000     -0.186      0.292      0.168      0.358 
50653.0000      0.278      0.483     -0.076      0.617 
50654.0000     -0.121      0.357     -0.127      0.449 
50655.0000     -0.700      0.264     -0.089      0.326 
50656.0000     -0.853      0.244     -0.091      0.299 
50657.0000     -0.778      0.166     -0.102      0.198 
50658.0000     -0.544      0.091     -0.117      0.099 
50659.0000     -0.217      0.071     -0.131      0.073 
50660.0000     -0.191      0.069     -0.089      0.071 
50661.0000     -0.282      0.072     -0.025      0.073 
50662.0000     -0.357      0.080      0.034      0.082 
50663.0000     -0.392      0.089      0.079      0.092 
50664.0000     -0.365      0.092      0.099      0.094 
50665.0000     -0.254      0.092      0.086      0.095 
50666.0000     -0.022      0.092      0.024      0.092 
50667.0000      0.115      0.092     -0.026      0.092 
50668.0000      0.118      0.091     -0.055      0.092 
50669.0000      0.044      0.089     -0.071      0.091 
50670.0000     -0.067      0.087     -0.082      0.089 
50671.0000     -0.174      0.087     -0.092      0.089 
50672.0000     -0.237      0.087     -0.108      0.089 
50673.0000     -0.201      0.075     -0.140      0.077 
50674.0000     -0.260      0.072     -0.186      0.074 
50675.0000     -0.418      0.073     -0.245      0.075 
50676.0000     -0.600      0.077     -0.300      0.080 
50677.0000     -0.754      0.090     -0.338      0.093 
50678.0000     -0.823      0.099     -0.347      0.102 
50679.0000     -0.755      0.101     -0.314      0.104 
50680.0000     -0.495      0.101     -0.226      0.105 
50681.0000      0.044      0.112     -0.063      0.119 
50682.0000      0.460      0.116      0.065      0.124 
50683.0000      0.637      0.114      0.124      0.122 
50684.0000      0.638      0.104      0.131      0.112 
50685.0000      0.506      0.086      0.097      0.093 
50686.0000      0.280      0.078      0.034      0.085 
50687.0000      0.002      0.077     -0.048      0.083 
50688.0000      0.107      0.077     -0.149      0.083 
50689.0000      0.344      0.078     -0.250      0.084 
50690.0000      0.546      0.083     -0.333      0.088 
50691.0000      0.680      0.097     -0.385      0.096 
50692.0000      0.713      0.104     -0.394      0.101 
50693.0000      0.610      0.105     -0.346      0.102 
50694.0000      0.337      0.105     -0.227      0.102 
50695.0000     -0.169      0.127     -0.012      0.119 
50696.0000     -0.489      0.133      0.116      0.124 
50697.0000     -0.526      0.124      0.117      0.116 
50698.0000     -0.411      0.099      0.054      0.096 
50699.0000     -0.240      0.083     -0.026      0.083 
50700.0000     -0.113      0.079     -0.074      0.081 
50701.0000     -0.149      0.071     -0.031      0.073 
50702.0000     -0.181      0.069      0.018      0.072 
50703.0000     -0.190      0.070      0.062      0.072 
50704.0000     -0.183      0.076      0.102      0.078 
50705.0000     -0.164      0.093      0.138      0.098 
50706.0000     -0.136      0.108      0.169      0.114 
50707.0000     -0.103      0.111      0.195      0.118 
50708.0000     -0.069      0.112      0.215      0.119 
50709.0000     -0.066      0.112      0.223      0.119 
50710.0000     -0.074      0.111      0.224      0.117 
50711.0000     -0.084      0.103      0.220      0.109 
50712.0000     -0.094      0.082      0.209      0.085 
50713.0000     -0.104      0.067      0.194      0.068 
50714.0000     -0.112      0.063      0.174      0.065 
50715.0000     -0.117      0.063      0.149      0.064 
50716.0000     -0.104      0.063      0.109      0.064 
50717.0000     -0.083      0.064      0.062      0.066 
50718.0000     -0.061      0.071      0.015      0.073 
50719.0000     -0.039      0.092     -0.029      0.095 
50720.0000     -0.017      0.107     -0.069      0.111 
50721.0000      0.001      0.110     -0.102      0.114 
50722.0000      0.016      0.110     -0.126      0.114 
50723.0000      0.013      0.110     -0.111      0.114 
50724.0000      0.000      0.109     -0.077      0.113 
50725.0000     -0.017      0.104     -0.035      0.109 
50726.0000     -0.038      0.091      0.014      0.095 
50727.0000     -0.063      0.081      0.068      0.085 
50728.0000     -0.091      0.079      0.124      0.083 
50729.0000     -0.120      0.079      0.181      0.082 
50730.0000     -0.158      0.079      0.231      0.082 
50731.0000     -0.199      0.079      0.276      0.083 
50732.0000     -0.237      0.083      0.317      0.086 
50733.0000     -0.272      0.093      0.353      0.095 
50734.0000     -0.302      0.099      0.383      0.102 
50735.0000     -0.325      0.101      0.406      0.103 
50736.0000     -0.340      0.101      0.421      0.103 
50737.0000     -0.316      0.101      0.411      0.103 
50738.0000     -0.274      0.101      0.387      0.103 
50739.0000     -0.226      0.098      0.356      0.101 
50740.0000     -0.175      0.091      0.320      0.093 
50741.0000     -0.124      0.087      0.280      0.088 
50742.0000     -0.077      0.086      0.238      0.087 
50743.0000     -0.035      0.085      0.194      0.087 
50744.0000     -0.034      0.086      0.116      0.087 
50745.0000     -0.048      0.088      0.036      0.089 
50746.0000     -0.063      0.095     -0.026      0.096 
50747.0000     -0.077      0.102     -0.060      0.103 
50748.0000     -0.087      0.103     -0.057      0.104 
50749.0000     -0.089      0.104     -0.010      0.105 
50750.0000     -0.070      0.105      0.086      0.107 
50751.0000     -0.125      0.101      0.294      0.103 
50752.0000     -0.184      0.100      0.463      0.102 
50753.0000     -0.203      0.098      0.513      0.100 
50754.0000     -0.196      0.089      0.484      0.091 
50755.0000     -0.170      0.071      0.395      0.072 
50756.0000     -0.131      0.063      0.264      0.063 
50757.0000     -0.085      0.061      0.112      0.062 
50758.0000     -0.073      0.061      0.072      0.062 
50759.0000     -0.075      0.062      0.078      0.063 
50760.0000     -0.079      0.068      0.091      0.069 
50761.0000     -0.084      0.084      0.107      0.086 
50762.0000     -0.089      0.095      0.124      0.097 
50763.0000     -0.094      0.097      0.140      0.100 
50764.0000     -0.098      0.098      0.153      0.100 
50765.0000     -0.119      0.097      0.093      0.100 
50766.0000     -0.140      0.096      0.017      0.098 
50767.0000     -0.150      0.091     -0.040      0.092 
50768.0000     -0.142      0.086     -0.064      0.087 
50769.0000     -0.113      0.084     -0.046      0.085 
50770.0000     -0.057      0.084      0.027      0.085 
50771.0000      0.046      0.083      0.180      0.082 
50772.0000      0.002      0.109      0.276      0.102 
50773.0000     -0.142      0.157      0.312      0.141 
50774.0000     -0.110      0.153      0.337      0.138 
50775.0000     -0.009      0.126      0.329      0.119 
50776.0000      0.086      0.099      0.275      0.099 
